"ID";"SoortMisdrijf";"RegioS";"Perioden";"GeregistreerdeMisdrijven_1";"Aangiften_2";"Internetaangiften_3"
"51";"0.0.0 ";"NL01  ";"2015JJ00";"961213";"844258";"379558"
"203";"0.0.0 ";"LD01  ";"2015JJ00";"75948";"66698";"26972"
"355";"0.0.0 ";"LD02  ";"2015JJ00";"165182";"146123";"68658"
"507";"0.0.0 ";"LD03  ";"2015JJ00";"507736";"440044";"196675"
"659";"0.0.0 ";"LDG4  ";"2015JJ00";;;
"811";"0.0.0 ";"LD04  ";"2015JJ00";"211599";"190652";"86515"
"963";"0.0.0 ";"LD99  ";"2015JJ00";"748";"741";"738"
"1115";"0.0.0 ";"PV20  ";"2015JJ00";"29796";"26460";"10803"
"1267";"0.0.0 ";"PV21  ";"2015JJ00";"26329";"22702";"9082"
"1419";"0.0.0 ";"PV22  ";"2015JJ00";"19823";"17536";"7087"
"1571";"0.0.0 ";"PV23  ";"2015JJ00";"50092";"44077";"21620"
"1723";"0.0.0 ";"PV24  ";"2015JJ00";"21299";"18441";"7535"
"1875";"0.0.0 ";"PV25  ";"2015JJ00";"93791";"83605";"39503"
"2027";"0.0.0 ";"PV26  ";"2015JJ00";"74188";"67339";"33273"
"2179";"0.0.0 ";"PV27  ";"2015JJ00";"195902";"172114";"72267"
"2331";"0.0.0 ";"PV28  ";"2015JJ00";"221045";"186723";"85277"
"2483";"0.0.0 ";"PV29  ";"2015JJ00";"16601";"13868";"5858"
"2635";"0.0.0 ";"PV30  ";"2015JJ00";"143441";"128610";"62090"
"2787";"0.0.0 ";"PV31  ";"2015JJ00";"68158";"62042";"24425"
"2939";"0.0.0 ";"PV99  ";"2015JJ00";"748";"741";"738"
"3091";"0.0.0 ";"GM1680";"2015JJ00";"634";"563";"238"
"3243";"0.0.0 ";"GM0358";"2015JJ00";"1077";"911";"377"
"3395";"0.0.0 ";"GM0197";"2015JJ00";"614";"535";"247"
"3547";"0.0.0 ";"GM0059";"2015JJ00";"728";"603";"237"
"3699";"0.0.0 ";"GM0482";"2015JJ00";"830";"722";"326"
"3851";"0.0.0 ";"GM0613";"2015JJ00";"1106";"984";"545"
"4003";"0.0.0 ";"GM0361";"2015JJ00";"7493";"6648";"3126"
"4155";"0.0.0 ";"GM0141";"2015JJ00";"4090";"3584";"1818"
"4307";"0.0.0 ";"GM0034";"2015JJ00";"11802";"10223";"4105"
"4459";"0.0.0 ";"GM0484";"2015JJ00";"4438";"3993";"1949"
"4611";"0.0.0 ";"GM1723";"2015JJ00";"427";"401";"192"
"4763";"0.0.0 ";"GM1959";"2015JJ00";"1646";"1458";"779"
"4915";"0.0.0 ";"GM0060";"2015JJ00";"129";"106";"30"
"5067";"0.0.0 ";"GM0307";"2015JJ00";"8775";"7860";"3501"
"5219";"0.0.0 ";"GM0362";"2015JJ00";"4307";"3763";"1717"
"5371";"0.0.0 ";"GM0363";"2015JJ00";"95092";"81763";"31428"
"5523";"0.0.0 ";"GM0200";"2015JJ00";"8820";"7963";"3903"
"5675";"0.0.0 ";"GM0202";"2015JJ00";"12422";"10904";"4745"
"5827";"0.0.0 ";"GM0106";"2015JJ00";"3781";"3308";"1585"
"5979";"0.0.0 ";"GM0743";"2015JJ00";"848";"749";"314"
"6131";"0.0.0 ";"GM0744";"2015JJ00";"313";"290";"117"
"6283";"0.0.0 ";"GM0308";"2015JJ00";"1238";"1147";"604"
"6435";"0.0.0 ";"GM0489";"2015JJ00";"1945";"1721";"996"
"6587";"0.0.0 ";"GM0203";"2015JJ00";"2058";"1746";"761"
"6739";"0.0.0 ";"GM0888";"2015JJ00";"1055";"1001";"438"
"6891";"0.0.0 ";"GM1954";"2015JJ00";"1591";"1480";"647"
"7043";"0.0.0 ";"GM0889";"2015JJ00";"425";"390";"170"
"7195";"0.0.0 ";"GM1945";"2015JJ00";"1320";"1222";"542"
"7347";"0.0.0 ";"GM1724";"2015JJ00";"638";"564";"265"
"7499";"0.0.0 ";"GM0893";"2015JJ00";"446";"405";"183"
"7651";"0.0.0 ";"GM0373";"2015JJ00";"1254";"1121";"476"
"7803";"0.0.0 ";"GM0748";"2015JJ00";"4083";"3523";"1612"
"7955";"0.0.0 ";"GM1859";"2015JJ00";"1179";"1051";"516"
"8107";"0.0.0 ";"GM1721";"2015JJ00";"1155";"1055";"522"
"8259";"0.0.0 ";"GM0753";"2015JJ00";"1423";"1273";"629"
"8411";"0.0.0 ";"GM0209";"2015JJ00";"895";"792";"406"
"8563";"0.0.0 ";"GM0375";"2015JJ00";"2660";"2383";"923"
"8715";"0.0.0 ";"GM0310";"2015JJ00";"1864";"1726";"849"
"8867";"0.0.0 ";"GM1728";"2015JJ00";"868";"782";"365"
"9019";"0.0.0 ";"GM0376";"2015JJ00";"470";"445";"217"
"9171";"0.0.0 ";"GM0377";"2015JJ00";"1160";"1006";"483"
"9323";"0.0.0 ";"GM1901";"2015JJ00";"1288";"1163";"620"
"9475";"0.0.0 ";"GM0755";"2015JJ00";"296";"270";"123"
"9627";"0.0.0 ";"GM1681";"2015JJ00";"697";"608";"230"
"9779";"0.0.0 ";"GM0147";"2015JJ00";"707";"611";"266"
"9931";"0.0.0 ";"GM0654";"2015JJ00";"550";"453";"217"
"10083";"0.0.0 ";"GM0757";"2015JJ00";"1542";"1425";"731"
"10235";"0.0.0 ";"GM0758";"2015JJ00";"13364";"11849";"5601"
"10387";"0.0.0 ";"GM1876";"2015JJ00";"789";"720";"385"
"10539";"0.0.0 ";"GM0213";"2015JJ00";"738";"690";"389"
"10691";"0.0.0 ";"GM0899";"2015JJ00";"1833";"1674";"580"
"10843";"0.0.0 ";"GM0312";"2015JJ00";"662";"611";"340"
"10995";"0.0.0 ";"GM0313";"2015JJ00";"743";"657";"346"
"11147";"0.0.0 ";"GM0214";"2015JJ00";"703";"609";"234"
"11299";"0.0.0 ";"GM0502";"2015JJ00";"3627";"3159";"1395"
"11451";"0.0.0 ";"GM0383";"2015JJ00";"1393";"1299";"637"
"11603";"0.0.0 ";"GM0109";"2015JJ00";"1405";"1246";"431"
"11755";"0.0.0 ";"GM1706";"2015JJ00";"844";"714";"332"
"11907";"0.0.0 ";"GM0216";"2015JJ00";"1596";"1490";"671"
"12059";"0.0.0 ";"GM0148";"2015JJ00";"519";"463";"223"
"12211";"0.0.0 ";"GM1891";"2015JJ00";"450";"362";"144"
"12363";"0.0.0 ";"GM0503";"2015JJ00";"6554";"5788";"3060"
"12515";"0.0.0 ";"GM0762";"2015JJ00";"1466";"1280";"659"
"12667";"0.0.0 ";"GM0150";"2015JJ00";"5591";"4881";"2450"
"12819";"0.0.0 ";"GM0384";"2015JJ00";"1718";"1538";"641"
"12971";"0.0.0 ";"GM1980";"2015JJ00";"4136";"3758";"1678"
"13123";"0.0.0 ";"GM1774";"2015JJ00";"567";"489";"242"
